word,i,j,k,l,m
BEAKS,1,4,0,10,18
BEAKY,1,4,0,10,24
BEALS,1,4,0,11,18
BEAMS,1,4,0,12,18
BEAMY,1,4,0,12,24
BEANO,1,4,0,13,14
BEANS,1,4,0,13,18
BEANY,1,4,0,13,24
BEARD,1,4,0,17,3
BEARE,1,4,0,17,4
BEARS,1,4,0,17,18
BEAST,1,4,0,18,19
BEATH,1,4,0,19,7
BEATS,1,4,0,19,18
BEATY,1,4,0,19,24
BEAUS,1,4,0,20,18
BEAUT,1,4,0,20,19
BEAUX,1,4,0,20,23
BEBOP,1,4,1,14,15
BECAP,1,4,2,0,15
BECKE,1,4,2,10,4
BECKS,1,4,2,10,18
BEDAD,1,4,3,0,3
BEDEL,1,4,3,4,11
BEDES,1,4,3,4,18
BEDEW,1,4,3,4,22
BEDIM,1,4,3,8,12
BEDYE,1,4,3,24,4
BEECH,1,4,4,2,7
BEEDI,1,4,4,3,8
BEEFS,1,4,4,5,18
BEEFY,1,4,4,5,24
BEEPS,1,4,4,15,18
BEERS,1,4,4,17,18
BEERY,1,4,4,17,24
BEETS,1,4,4,19,18
BEFIT,1,4,5,8,19
BEFOG,1,4,5,14,6
BEGAD,1,4,6,0,3
BEGAN,1,4,6,0,13
BEGAR,1,4,6,0,17
BEGAT,1,4,6,0,19
BEGEM,1,4,6,4,12
BEGET,1,4,6,4,19
BEGIN,1,4,6,8,13
BEGOT,1,4,6,14,19
BEGUM,1,4,6,20,12
BEGUN,1,4,6,20,13
BEIGE,1,4,8,6,4
BEIGY,1,4,8,6,24
BEING,1,4,8,13,6
BEINS,1,4,8,13,18
BEKAH,1,4,10,0,7
BELAH,1,4,11,0,7
BELAR,1,4,11,0,17
BELAY,1,4,11,0,24
BELCH,1,4,11,2,7
BELEE,1,4,11,4,4
BELGA,1,4,11,6,0
BELIE,1,4,11,8,4
BELLE,1,4,11,11,4
BELLS,1,4,11,11,18
BELLY,1,4,11,11,24
BELON,1,4,11,14,13
BELOW,1,4,11,14,22
BELTS,1,4,11,19,18
BEMAD,1,4,12,0,3
BEMAS,1,4,12,0,18
BEMIX,1,4,12,8,23
BEMUD,1,4,12,20,3
BENCH,1,4,13,2,7
BENDS,1,4,13,3,18
BENDY,1,4,13,3,24
BENES,1,4,13,4,18
BENET,1,4,13,4,19
BENGA,1,4,13,6,0
BENIS,1,4,13,8,18
BENNE,1,4,13,13,4
BENNI,1,4,13,13,8
BENNY,1,4,13,13,24
BENTO,1,4,13,19,14
BENTS,1,4,13,19,18
BENTY,1,4,13,19,24
BEPAT,1,4,15,0,19
BERAY,1,4,17,0,24
BERES,1,4,17,4,18
BERET,1,4,17,4,19
BERGS,1,4,17,6,18
BERKO,1,4,17,10,14
BERKS,1,4,17,10,18
BERME,1,4,17,12,4
BERMS,1,4,17,12,18
BEROB,1,4,17,14,1
BERRY,1,4,17,17,24
BERTH,1,4,17,19,7
BERYL,1,4,17,24,11
BESAT,1,4,18,0,19
BESAW,1,4,18,0,22
BESEE,1,4,18,4,4
BESES,1,4,18,4,18
BESET,1,4,18,4,19
BESIT,1,4,18,8,19
BESOM,1,4,18,14,12
BESOT,1,4,18,14,19
BESTI,1,4,18,19,8
BESTS,1,4,18,19,18
BETAS,1,4,19,0,18
BETED,1,4,19,4,3
BETEL,1,4,19,4,11
BETES,1,4,19,4,18
BETHS,1,4,19,7,18
BETID,1,4,19,8,3
BETON,1,4,19,14,13
BETTA,1,4,19,19,0
BETTY,1,4,19,19,24
BEVEL,1,4,21,4,11
BEVER,1,4,21,4,17
BEVOR,1,4,21,14,17
BEVUE,1,4,21,20,4
BEVVY,1,4,21,21,24
BEWET,1,4,22,4,19
BEWIG,1,4,22,8,6
BEZEL,1,4,25,4,11
BEZES,1,4,25,4,18
BEZIL,1,4,25,8,11
BEZZY,1,4,25,25,24
BHAIS,1,7,0,8,18
BHAJI,1,7,0,9,8
BHANG,1,7,0,13,6
BHATS,1,7,0,19,18
BHELS,1,7,4,11,18
BHOOT,1,7,14,14,19
BHUNA,1,7,20,13,0
BHUTS,1,7,20,19,18
BIACH,1,8,0,2,7
BIALI,1,8,0,11,8
BIALY,1,8,0,11,24
BIBBS,1,8,1,1,18
BIBES,1,8,1,4,18
BIBLE,1,8,1,11,4
BICCY,1,8,2,2,24
BICEP,1,8,2,4,15
BICES,1,8,2,4,18
BIDDY,1,8,3,3,24
BIDED,1,8,3,4,3
BIDER,1,8,3,4,17
BIDES,1,8,3,4,18
BIDET,1,8,3,4,19
BIDIS,1,8,3,8,18
BIDON,1,8,3,14,13
BIELD,1,8,4,11,3
BIERS,1,8,4,17,18
BIFFO,1,8,5,5,14
BIFFS,1,8,5,5,18
BIFFY,1,8,5,5,24
BIFID,1,8,5,8,3
BIGAE,1,8,6,0,4
BIGGS,1,8,6,6,18
BIGGY,1,8,6,6,24
BIGHA,1,8,6,7,0
BIGHT,1,8,6,7,19
BIGLY,1,8,6,11,24
BIGOS,1,8,6,14,18
BIGOT,1,8,6,14,19
BIJOU,1,8,9,14,20
BIKED,1,8,10,4,3
BIKER,1,8,10,4,17
BIKES,1,8,10,4,18
BIKIE,1,8,10,8,4
BILBO,1,8,11,1,14
BILBY,1,8,11,1,24
BILED,1,8,11,4,3
BILES,1,8,11,4,18
BILGE,1,8,11,6,4
BILGY,1,8,11,6,24
BILKS,1,8,11,10,18
BILLS,1,8,11,11,18
BILLY,1,8,11,11,24
BIMAH,1,8,12,0,7
BIMAS,1,8,12,0,18
BIMBO,1,8,12,1,14
BINAL,1,8,13,0,11
BINDI,1,8,13,3,8
BINDS,1,8,13,3,18
BINER,1,8,13,4,17
BINES,1,8,13,4,18
BINGE,1,8,13,6,4
BINGO,1,8,13,6,14
BINGS,1,8,13,6,18
BINGY,1,8,13,6,24
BINIT,1,8,13,8,19
BINKS,1,8,13,10,18
BINTS,1,8,13,19,18
BIOGS,1,8,14,6,18
BIOME,1,8,14,12,4
BIONT,1,8,14,13,19
BIOTA,1,8,14,19,0
BIPED,1,8,15,4,3
BIPOD,1,8,15,14,3
BIRCH,1,8,17,2,7
BIRDS,1,8,17,3,18
BIRKS,1,8,17,10,18
BIRLE,1,8,17,11,4
BIRLS,1,8,17,11,18
BIROS,1,8,17,14,18
BIRRS,1,8,17,17,18
BIRSE,1,8,17,18,4
BIRSY,1,8,17,18,24
BIRTH,1,8,17,19,7
BISES,1,8,18,4,18
BISKS,1,8,18,10,18
BISOM,1,8,18,14,12
BISON,1,8,18,14,13
BITCH,1,8,19,2,7
BITER,1,8,19,4,17
BITES,1,8,19,4,18
BITOS,1,8,19,14,18
BITOU,1,8,19,14,20
BITSY,1,8,19,18,24
BITTE,1,8,19,19,4
BITTS,1,8,19,19,18
BITTY,1,8,19,19,24
BIVIA,1,8,21,8,0
BIVVY,1,8,21,21,24
BIZES,1,8,25,4,18
BIZZO,1,8,25,25,14
BIZZY,1,8,25,25,24
BLABS,1,11,0,1,18
BLACK,1,11,0,2,10
BLADE,1,11,0,3,4
BLADS,1,11,0,3,18
BLADY,1,11,0,3,24
BLAER,1,11,0,4,17
BLAES,1,11,0,4,18
BLAFF,1,11,0,5,5
BLAGS,1,11,0,6,18
BLAHS,1,11,0,7,18
BLAIN,1,11,0,8,13
BLAME,1,11,0,12,4
BLAMS,1,11,0,12,18
BLAND,1,11,0,13,3
BLANK,1,11,0,13,10
BLARE,1,11,0,17,4
BLART,1,11,0,17,19
BLASE,1,11,0,18,4
BLASH,1,11,0,18,7
BLAST,1,11,0,18,19
BLATE,1,11,0,19,4
BLATS,1,11,0,19,18
BLATT,1,11,0,19,19
BLAUD,1,11,0,20,3
BLAWN,1,11,0,22,13
BLAWS,1,11,0,22,18
BLAYS,1,11,0,24,18
BLAZE,1,11,0,25,4
BLEAK,1,11,4,0,10
BLEAR,1,11,4,0,17
BLEAT,1,11,4,0,19
BLEBS,1,11,4,1,18
BLECH,1,11,4,2,7
BLEED,1,11,4,4,3
BLEEP,1,11,4,4,15
BLEES,1,11,4,4,18
BLEND,1,11,4,13,3
BLENT,1,11,4,13,19
BLERT,1,11,4,17,19
BLESS,1,11,4,18,18
BLEST,1,11,4,18,19
BLETS,1,11,4,19,18
BLEYS,1,11,4,24,18
BLIMP,1,11,8,12,15
BLIMY,1,11,8,12,24
BLIND,1,11,8,13,3
BLING,1,11,8,13,6
BLINI,1,11,8,13,8
BLINK,1,11,8,13,10
BLINS,1,11,8,13,18
BLINY,1,11,8,13,24
BLIPS,1,11,8,15,18
BLISS,1,11,8,18,18
BLIST,1,11,8,18,19
BLITE,1,11,8,19,4
BLITS,1,11,8,19,18
BLITZ,1,11,8,19,25
BLIVE,1,11,8,21,4
BLOAT,1,11,14,0,19
BLOBS,1,11,14,1,18
BLOCK,1,11,14,2,10
BLOCS,1,11,14,2,18
BLOGS,1,11,14,6,18
BLOKE,1,11,14,10,4
BLOND,1,11,14,13,3
BLOOD,1,11,14,14,3
BLOOK,1,11,14,14,10
BLOOM,1,11,14,14,12
BLOOP,1,11,14,14,15
BLORE,1,11,14,17,4
BLOTS,1,11,14,19,18
BLOWN,1,11,14,22,13
BLOWS,1,11,14,22,18
BLOWY,1,11,14,22,24
BLUBS,1,11,20,1,18
BLUDE,1,11,20,3,4
BLUDS,1,11,20,3,18
BLUDY,1,11,20,3,24
BLUED,1,11,20,4,3
BLUER,1,11,20,4,17
BLUES,1,11,20,4,18
BLUET,1,11,20,4,19
BLUEY,1,11,20,4,24
BLUFF,1,11,20,5,5
BLUID,1,11,20,8,3
BLUME,1,11,20,12,4
BLUNK,1,11,20,13,10
BLUNT,1,11,20,13,19
BLURB,1,11,20,17,1
BLURS,1,11,20,17,18
BLURT,1,11,20,17,19
BLUSH,1,11,20,18,7
BLYPE,1,11,24,15,4
BOABS,1,14,0,1,18
BOAKS,1,14,0,10,18
BOARD,1,14,0,17,3
BOARS,1,14,0,17,18
BOART,1,14,0,17,19
BOAST,1,14,0,18,19
BOATS,1,14,0,19,18
BOBAC,1,14,1,0,2
BOBAK,1,14,1,0,10
BOBAS,1,14,1,0,18
BOBBY,1,14,1,1,24
BOBOL,1,14,1,14,11
BOBOS,1,14,1,14,18
BOCCA,1,14,2,2,0
BOCCE,1,14,2,2,4
BOCCI,1,14,2,2,8
BOCHE,1,14,2,7,4
BOCKS,1,14,2,10,18
BODED,1,14,3,4,3
BODES,1,14,3,4,18
BODGE,1,14,3,6,4
BODHI,1,14,3,7,8
BODLE,1,14,3,11,4
BOEPS,1,14,4,15,18
BOETS,1,14,4,19,18
BOEUF,1,14,4,20,5
BOFFO,1,14,5,5,14
BOFFS,1,14,5,5,18
BOGAN,1,14,6,0,13
BOGEY,1,14,6,4,24
BOGGY,1,14,6,6,24
BOGIE,1,14,6,8,4
BOGLE,1,14,6,11,4
BOGUE,1,14,6,20,4
BOGUS,1,14,6,20,18
BOHEA,1,14,7,4,0
BOHOS,1,14,7,14,18
BOILS,1,14,8,11,18
BOING,1,14,8,13,6
BOINK,1,14,8,13,10
BOITE,1,14,8,19,4
BOKED,1,14,10,4,3
BOKEH,1,14,10,4,7
BOKES,1,14,10,4,18
BOKOS,1,14,10,14,18
BOLAR,1,14,11,0,17
BOLAS,1,14,11,0,18
BOLDS,1,14,11,3,18
BOLES,1,14,11,4,18
BOLIX,1,14,11,8,23
BOLLS,1,14,11,11,18
BOLOS,1,14,11,14,18
BOLTS,1,14,11,19,18
BOLUS,1,14,11,20,18
BOMAS,1,14,12,0,18
BOMBE,1,14,12,1,4
BOMBO,1,14,12,1,14
BOMBS,1,14,12,1,18
BONCE,1,14,13,2,4
BONDS,1,14,13,3,18
BONED,1,14,13,4,3
BONER,1,14,13,4,17
BONES,1,14,13,4,18
BONEY,1,14,13,4,24
BONGO,1,14,13,6,14
BONGS,1,14,13,6,18
BONIE,1,14,13,8,4
BONKS,1,14,13,10,18
BONNE,1,14,13,13,4
BONNY,1,14,13,13,24
BONUS,1,14,13,20,18
BONZA,1,14,13,25,0
BONZE,1,14,13,25,4
BOOAI,1,14,14,0,8
BOOAY,1,14,14,0,24
BOOBS,1,14,14,1,18
BOOBY,1,14,14,1,24
BOODY,1,14,14,3,24
BOOED,1,14,14,4,3
BOOFY,1,14,14,5,24
BOOGY,1,14,14,6,24
BOOHS,1,14,14,7,18
BOOKS,1,14,14,10,18
BOOKY,1,14,14,10,24
BOOLS,1,14,14,11,18
BOOMS,1,14,14,12,18
BOOMY,1,14,14,12,24
BOONG,1,14,14,13,6
BOONS,1,14,14,13,18
BOORD,1,14,14,17,3
BOORS,1,14,14,17,18
BOOSE,1,14,14,18,4
BOOST,1,14,14,18,19
BOOTH,1,14,14,19,7
BOOTS,1,14,14,19,18
BOOTY,1,14,14,19,24
BOOZE,1,14,14,25,4
BOOZY,1,14,14,25,24
BOPPY,1,14,15,15,24
BORAK,1,14,17,0,10
BORAL,1,14,17,0,11
BORAS,1,14,17,0,18
BORAX,1,14,17,0,23
BORDE,1,14,17,3,4
BORDS,1,14,17,3,18
BORED,1,14,17,4,3
BOREE,1,14,17,4,4
BOREL,1,14,17,4,11
BORER,1,14,17,4,17
BORES,1,14,17,4,18
BORGO,1,14,17,6,14
BORIC,1,14,17,8,2
BORKS,1,14,17,10,18
BORMS,1,14,17,12,18
BORNA,1,14,17,13,0
BORNE,1,14,17,13,4
BORON,1,14,17,14,13
BORTS,1,14,17,19,18
BORTY,1,14,17,19,24
BORTZ,1,14,17,19,25
BOSIE,1,14,18,8,4
BOSKS,1,14,18,10,18
BOSKY,1,14,18,10,24
BOSOM,1,14,18,14,12
BOSON,1,14,18,14,13
BOSSY,1,14,18,18,24
BOSUN,1,14,18,20,13
BOTAS,1,14,19,0,18
BOTCH,1,14,19,2,7
BOTEL,1,14,19,4,11
BOTES,1,14,19,4,18
BOTHY,1,14,19,7,24
BOTTE,1,14,19,19,4
BOTTS,1,14,19,19,18
BOTTY,1,14,19,19,24
BOUGE,1,14,20,6,4
BOUGH,1,14,20,6,7
BOUKS,1,14,20,10,18
BOULE,1,14,20,11,4
BOULT,1,14,20,11,19
BOUND,1,14,20,13,3
BOUNS,1,14,20,13,18
BOURD,1,14,20,17,3
BOURG,1,14,20,17,6
BOURN,1,14,20,17,13
BOUSE,1,14,20,18,4
BOUSY,1,14,20,18,24
BOUTS,1,14,20,19,18
BOVID,1,14,21,8,3
BOWAT,1,14,22,0,19
BOWED,1,14,22,4,3
BOWEL,1,14,22,4,11
BOWER,1,14,22,4,17
BOWES,1,14,22,4,18
BOWET,1,14,22,4,19
BOWIE,1,14,22,8,4
BOWLS,1,14,22,11,18
BOWNE,1,14,22,13,4
BOWRS,1,14,22,17,18
BOWSE,1,14,22,18,4
BOXED,1,14,23,4,3
BOXEN,1,14,23,4,13
BOXER,1,14,23,4,17
BOXES,1,14,23,4,18
BOXLA,1,14,23,11,0
BOXTY,1,14,23,19,24
BOYAR,1,14,24,0,17
BOYAU,1,14,24,0,20
BOYED,1,14,24,4,3
BOYFS,1,14,24,5,18
BOYGS,1,14,24,6,18
BOYLA,1,14,24,11,0
BOYOS,1,14,24,14,18
BOYSY,1,14,24,18,24
BOZOS,1,14,25,14,18
BRAAI,1,17,0,0,8
BRACE,1,17,0,2,4
BRACH,1,17,0,2,7
BRACK,1,17,0,2,10
BRACT,1,17,0,2,19
BRADS,1,17,0,3,18
BRAES,1,17,0,4,18
BRAGS,1,17,0,6,18
BRAID,1,17,0,8,3
BRAIL,1,17,0,8,11
BRAIN,1,17,0,8,13
BRAKE,1,17,0,10,4
BRAKS,1,17,0,10,18
BRAKY,1,17,0,10,24
BRAME,1,17,0,12,4
BRAND,1,17,0,13,3
BRANE,1,17,0,13,4
BRANK,1,17,0,13,10
BRANS,1,17,0,13,18
BRANT,1,17,0,13,19
BRASH,1,17,0,18,7
BRASS,1,17,0,18,18
BRAST,1,17,0,18,19
BRATS,1,17,0,19,18
BRAVA,1,17,0,21,0
BRAVE,1,17,0,21,4
BRAVI,1,17,0,21,8
BRAVO,1,17,0,21,14
BRAWL,1,17,0,22,11
BRAWN,1,17,0,22,13
BRAWS,1,17,0,22,18
BRAXY,1,17,0,23,24
BRAYS,1,17,0,24,18
BRAZA,1,17,0,25,0
BRAZE,1,17,0,25,4
BREAD,1,17,4,0,3
BREAK,1,17,4,0,10
BREAM,1,17,4,0,12
BREDE,1,17,4,3,4
BREDS,1,17,4,3,18
BREED,1,17,4,4,3
BREEM,1,17,4,4,12
BREER,1,17,4,4,17
BREES,1,17,4,4,18
BREID,1,17,4,8,3
BREIS,1,17,4,8,18
BREME,1,17,4,12,4
BRENS,1,17,4,13,18
BRENT,1,17,4,13,19
BRERE,1,17,4,17,4
BRERS,1,17,4,17,18
BREVE,1,17,4,21,4
BREWS,1,17,4,22,18
BREYS,1,17,4,24,18
BRIAR,1,17,8,0,17
BRIBE,1,17,8,1,4
BRICK,1,17,8,2,10
BRIDE,1,17,8,3,4
BRIEF,1,17,8,4,5
BRIER,1,17,8,4,17
BRIES,1,17,8,4,18
BRIGS,1,17,8,6,18
BRIKI,1,17,8,10,8
BRIKS,1,17,8,10,18
BRILL,1,17,8,11,11
BRIMS,1,17,8,12,18
BRINE,1,17,8,13,4
BRING,1,17,8,13,6
BRINK,1,17,8,13,10
BRINS,1,17,8,13,18
BRINY,1,17,8,13,24
BRIOS,1,17,8,14,18
BRISE,1,17,8,18,4
BRISK,1,17,8,18,10
BRISS,1,17,8,18,18
BRITH,1,17,8,19,7
BRITS,1,17,8,19,18
BRITT,1,17,8,19,19
BRIZE,1,17,8,25,4
BROAD,1,17,14,0,3
BROCH,1,17,14,2,7
BROCK,1,17,14,2,10
BRODS,1,17,14,3,18
BROGH,1,17,14,6,7
BROGS,1,17,14,6,18
BROIL,1,17,14,8,11
BROKE,1,17,14,10,4
BROME,1,17,14,12,4
BROMO,1,17,14,12,14
BRONC,1,17,14,13,2
BROND,1,17,14,13,3
BROOD,1,17,14,14,3
BROOK,1,17,14,14,10
BROOL,1,17,14,14,11
BROOM,1,17,14,14,12
BROOS,1,17,14,14,18
BROSE,1,17,14,18,4
BROSY,1,17,14,18,24
BROTH,1,17,14,19,7
BROWN,1,17,14,22,13
BROWS,1,17,14,22,18
BRUGH,1,17,20,6,7
BRUIN,1,17,20,8,13
BRUIT,1,17,20,8,19
BRULE,1,17,20,11,4
BRUME,1,17,20,12,4
BRUNG,1,17,20,13,6
BRUNT,1,17,20,13,19
BRUSH,1,17,20,18,7
BRUSK,1,17,20,18,10
BRUST,1,17,20,18,19
BRUTE,1,17,20,19,4
BRUTS,1,17,20,19,18
BUATS,1,20,0,19,18
BUAZE,1,20,0,25,4
BUBAL,1,20,1,0,11
BUBAS,1,20,1,0,18
BUBBA,1,20,1,1,0
BUBBE,1,20,1,1,4
BUBBY,1,20,1,1,24
BUBUS,1,20,1,20,18
BUCHU,1,20,2,7,20
BUCKO,1,20,2,10,14
BUCKS,1,20,2,10,18
BUCKU,1,20,2,10,20
BUDAS,1,20,3,0,18
BUDDY,1,20,3,3,24
BUDGE,1,20,3,6,4
BUDIS,1,20,3,8,18
BUDOS,1,20,3,14,18
BUFFA,1,20,5,5,0
BUFFE,1,20,5,5,4
BUFFI,1,20,5,5,8
BUFFO,1,20,5,5,14
BUFFS,1,20,5,5,18
BUFFY,1,20,5,5,24
BUFOS,1,20,5,14,18
BUFTY,1,20,5,19,24
BUGGY,1,20,6,6,24
BUGLE,1,20,6,11,4
BUHLS,1,20,7,11,18
BUHRS,1,20,7,17,18
BUIKS,1,20,8,10,18
BUILD,1,20,8,11,3
BUILT,1,20,8,11,19
BUIST,1,20,8,18,19
BUKES,1,20,10,4,18
BULBS,1,20,11,1,18
BULGE,1,20,11,6,4
BULGY,1,20,11,6,24
BULKS,1,20,11,10,18
BULKY,1,20,11,10,24
BULLA,1,20,11,11,0
BULLS,1,20,11,11,18
BULLY,1,20,11,11,24
BULSE,1,20,11,18,4
BUMBO,1,20,12,1,14
BUMFS,1,20,12,5,18
BUMPH,1,20,12,15,7
BUMPS,1,20,12,15,18
BUMPY,1,20,12,15,24
BUNAS,1,20,13,0,18
BUNCE,1,20,13,2,4
BUNCH,1,20,13,2,7
BUNCO,1,20,13,2,14
BUNDE,1,20,13,3,4
BUNDH,1,20,13,3,7
BUNDS,1,20,13,3,18
BUNDT,1,20,13,3,19
BUNDU,1,20,13,3,20
BUNDY,1,20,13,3,24
BUNGS,1,20,13,6,18
BUNGY,1,20,13,6,24
BUNIA,1,20,13,8,0
BUNJE,1,20,13,9,4
BUNJY,1,20,13,9,24
BUNKO,1,20,13,10,14
BUNKS,1,20,13,10,18
BUNNS,1,20,13,13,18
BUNNY,1,20,13,13,24
BUNTS,1,20,13,19,18
BUNTY,1,20,13,19,24
BUNYA,1,20,13,24,0
BUOYS,1,20,14,24,18
BUPPY,1,20,15,15,24
BURAN,1,20,17,0,13
BURAS,1,20,17,0,18
BURBS,1,20,17,1,18
BURDS,1,20,17,3,18
BURET,1,20,17,4,19
BURFI,1,20,17,5,8
BURGH,1,20,17,6,7
BURGS,1,20,17,6,18
BURIN,1,20,17,8,13
BURKA,1,20,17,10,0
BURKE,1,20,17,10,4
BURKS,1,20,17,10,18
BURLS,1,20,17,11,18
BURLY,1,20,17,11,24
BURNS,1,20,17,13,18
BURNT,1,20,17,13,19
BUROO,1,20,17,14,14
BURPS,1,20,17,15,18
BURQA,1,20,17,16,0
BURRO,1,20,17,17,14
BURRS,1,20,17,17,18
BURRY,1,20,17,17,24
BURSA,1,20,17,18,0
BURSE,1,20,17,18,4
BURST,1,20,17,18,19
BUSBY,1,20,18,1,24
BUSED,1,20,18,4,3
BUSES,1,20,18,4,18
BUSHY,1,20,18,7,24
BUSKS,1,20,18,10,18
BUSKY,1,20,18,10,24
BUSSU,1,20,18,18,20
BUSTI,1,20,18,19,8
BUSTS,1,20,18,19,18
BUSTY,1,20,18,19,24
BUTCH,1,20,19,2,7
BUTEO,1,20,19,4,14
BUTES,1,20,19,4,18
BUTLE,1,20,19,11,4
BUTOH,1,20,19,14,7
BUTTE,1,20,19,19,4
BUTTS,1,20,19,19,18
BUTTY,1,20,19,19,24
BUTUT,1,20,19,20,19
BUTYL,1,20,19,24,11
BUXOM,1,20,23,14,12
BUYER,1,20,24,4,17
BUZZY,1,20,25,25,24
BWANA,1,22,0,13,0
BWAZI,1,22,0,25,8
BYDED,1,24,3,4,3
BYDES,1,24,3,4,18
BYKED,1,24,10,4,3
BYKES,1,24,10,4,18
BYLAW,1,24,11,0,22
BYRES,1,24,17,4,18
BYRLS,1,24,17,11,18
BYSSI,1,24,18,18,8
BYTES,1,24,19,4,18
BYWAY,1,24,22,0,24
CAAED,2,0,0,4,3
CABAL,2,0,1,0,11
CABAS,2,0,1,0,18
CABBY,2,0,1,1,24
CABER,2,0,1,4,17
CABIN,2,0,1,8,13
CABLE,2,0,1,11,4
CABOB,2,0,1,14,1
CABOC,2,0,1,14,2
CABRE,2,0,1,17,4
CACAO,2,0,2,0,14
CACAS,2,0,2,0,18
CACHE,2,0,2,7,4
CACKS,2,0,2,10,18
CACKY,2,0,2,10,24
CACTI,2,0,2,19,8
CADDY,2,0,3,3,24
CADEE,2,0,3,4,4
CADES,2,0,3,4,18
CADET,2,0,3,4,19
CADGE,2,0,3,6,4
CADGY,2,0,3,6,24
CADIE,2,0,3,8,4
CADIS,2,0,3,8,18
CADRE,2,0,3,17,4
CAECA,2,0,4,2,0
CAESE,2,0,4,18,4
CAFES,2,0,5,4,18
CAFFS,2,0,5,5,18
CAGED,2,0,6,4,3
CAGER,2,0,6,4,17
CAGES,2,0,6,4,18
CAGEY,2,0,6,4,24
CAGOT,2,0,6,14,19
CAHOW,2,0,7,14,22
CAIDS,2,0,8,3,18
CAINS,2,0,8,13,18
CAIRD,2,0,8,17,3
CAIRN,2,0,8,17,13
CAJON,2,0,9,14,13
CAJUN,2,0,9,20,13
CAKED,2,0,10,4,3
CAKES,2,0,10,4,18
CAKEY,2,0,10,4,24
CALFS,2,0,11,5,18
CALID,2,0,11,8,3
CALIF,2,0,11,8,5
CALIX,2,0,11,8,23
CALKS,2,0,11,10,18
CALLA,2,0,11,11,0
CALLS,2,0,11,11,18
CALMS,2,0,11,12,18
CALMY,2,0,11,12,24
CALOS,2,0,11,14,18
CALPA,2,0,11,15,0
CALPS,2,0,11,15,18
CALVE,2,0,11,21,4
CALYX,2,0,11,24,23
CAMAN,2,0,12,0,13
CAMAS,2,0,12,0,18
CAMEL,2,0,12,4,11
CAMEO,2,0,12,4,14
CAMES,2,0,12,4,18
CAMIS,2,0,12,8,18
CAMOS,2,0,12,14,18
CAMPI,2,0,12,15,8
CAMPO,2,0,12,15,14
CAMPS,2,0,12,15,18
CAMPY,2,0,12,15,24
CAMUS,2,0,12,20,18
CANAL,2,0,13,0,11
CANDY,2,0,13,3,24
CANED,2,0,13,4,3
CANEH,2,0,13,4,7
CANER,2,0,13,4,17
CANES,2,0,13,4,18
CANGS,2,0,13,6,18
CANID,2,0,13,8,3
CANNA,2,0,13,13,0
CANNS,2,0,13,13,18
CANNY,2,0,13,13,24
CANOE,2,0,13,14,4
CANON,2,0,13,14,13
CANSO,2,0,13,18,14
CANST,2,0,13,18,19
CANTO,2,0,13,19,14
CANTS,2,0,13,19,18
CANTY,2,0,13,19,24
CAPAS,2,0,15,0,18
CAPED,2,0,15,4,3
CAPER,2,0,15,4,17
CAPES,2,0,15,4,18
CAPEX,2,0,15,4,23
CAPHS,2,0,15,7,18
CAPIZ,2,0,15,8,25
CAPLE,2,0,15,11,4
CAPON,2,0,15,14,13
CAPOS,2,0,15,14,18
CAPOT,2,0,15,14,19
CAPRI,2,0,15,17,8
CAPUL,2,0,15,20,11
CAPUT,2,0,15,20,19
CARAP,2,0,17,0,15
CARAT,2,0,17,0,19
CARBO,2,0,17,1,14
CARBS,2,0,17,1,18
CARBY,2,0,17,1,24
CARDI,2,0,17,3,8
CARDS,2,0,17,3,18
CARDY,2,0,17,3,24
CARED,2,0,17,4,3
CARER,2,0,17,4,17
CARES,2,0,17,4,18
CARET,2,0,17,4,19
CAREX,2,0,17,4,23
CARGO,2,0,17,6,14
CARKS,2,0,17,10,18
CARLE,2,0,17,11,4
CARLS,2,0,17,11,18
CARNS,2,0,17,13,18
CARNY,2,0,17,13,24
CAROB,2,0,17,14,1
CAROL,2,0,17,14,11
CAROM,2,0,17,14,12
CARON,2,0,17,14,13
CARPI,2,0,17,15,8
CARPS,2,0,17,15,18
CARRS,2,0,17,17,18
CARRY,2,0,17,17,24
CARSE,2,0,17,18,4
CARTA,2,0,17,19,0
CARTE,2,0,17,19,4
CARTS,2,0,17,19,18
CARVE,2,0,17,21,4
CARVY,2,0,17,21,24
CASAS,2,0,18,0,18
CASCO,2,0,18,2,14
CASED,2,0,18,4,3
CASES,2,0,18,4,18
CASKS,2,0,18,10,18
CASKY,2,0,18,10,24
CASTE,2,0,18,19,4
CASTS,2,0,18,19,18
CASUS,2,0,18,20,18
CATCH,2,0,19,2,7
CATER,2,0,19,4,17
CATES,2,0,19,4,18
CATTY,2,0,19,19,24
CAUDA,2,0,20,3,0
CAUKS,2,0,20,10,18
CAULD,2,0,20,11,3
CAULK,2,0,20,11,10
CAULS,2,0,20,11,18
CAUMS,2,0,20,12,18
CAUPS,2,0,20,15,18
CAURI,2,0,20,17,8
CAUSA,2,0,20,18,0
CAUSE,2,0,20,18,4
CAVAS,2,0,21,0,18
CAVED,2,0,21,4,3
CAVEL,2,0,21,4,11
CAVER,2,0,21,4,17
CAVES,2,0,21,4,18
CAVIE,2,0,21,8,4
CAVIL,2,0,21,8,11
CAWED,2,0,22,4,3
CAWKS,2,0,22,10,18
CAXON,2,0,23,14,13
CEASE,2,4,0,18,4
CEAZE,2,4,0,25,4
